17337          0      34959 
17337      34960      90286 
17337      90287     124564 
17337     124565     151726 
17338          0      35240 
17338      35241      67141 
17338      67142      98467 
17338      98468     129788 
17338     129789     165024 
17340          0      14517 
17340      14518      34089 
17340      34090      61497 
17340      61498      92825 
17340      92826     126414 
17340     126415     161649 
17341          0      19574 
17341      19575      43061 
17341      43062      74383 
17341      74384     108250 
17341     108251     143489 
17341     143490     174901 
17342          0      19579 
17342      19580      39785 
17342      39786      75019 
17342      75020     106667 
17342     106668     137988 
17342     137989     170087 
17343          0      19576 
17343      19577      70474 
17343      70475     105708 
17343     105709     137030 
17343     137031     165505 
17344         0      27405
17344     27406      62644
17344     62645      93961
17344     90051     144919
17344      93962     129203 
17344     129204     164438 
17344    144920     180161
17345         0      19577
17345     19578      39154
17401         0      15980
17402         0      19578 
17402     19579      39148 
17402     39149      70468 
17402     70469     101972 
17402    101973     132947 
17402    132948     168185 
17405         0      31325 
17405     31326      58725 
17405     58726      93960 
17405     93961     128424 
17405    128425     163664 
17405    163665     198900 
