3  16057
0  16058
4  16059
1  16060
10 16061
9  16062
8  16063
11 16064
0  16074
0  16075
2  16076
1  16077
1  16078
0  16079
4  16080
5  16081
0  16083
5  16090
1  16091
1  16092
5  16093
5  16094
4  16095
1  16096
1  16097
3  16098
6  16099
0  16100
11 16102
5  16104
2  16105
3  16125
3  16126
7  16127
4  16128
9  16141
1  16142
